Time,RunID,Step,PlannedFault,ObservedFault,Severity,FaultStart,RiseTime,MaximumSeverity,Direction,LoadPhase,ValveEvent
9123,23,322,Air Leakage,Air Leakage,0.55,55,93,0.55,1,5,0
9124,23,323,Air Leakage,Air Leakage,0.55,55,93,0.55,1,5,0
9125,23,324,Air Leakage,Air Leakage,0.55,55,93,0.55,1,5,0
9126,23,325,Air Leakage,Air Leakage,0.55,55,93,0.55,1,5,0
9127,23,326,Air Leakage,Air Leakage,0.55,55,93,0.55,1,5,0
9128,23,327,Air Leakage,Air Leakage,0.55,55,93,0.55,1,5,0
9129,23,328,Air Leakage,Air Leakage,0.55,55,93,0.55,1,5,0
9130,23,329,Air Leakage,Air Leakage,0.55,55,93,0.55,-1,5,0
9131,23,330,Air Leakage,Air Leakage,0.55,55,93,0.55,-1,5,0
9132,23,331,Air Leakage,Air Leakage,0.55,55,93,0.55,-1,5,0
9133,23,332,Air Leakage,Air Leakage,0.55,55,93,0.55,-1,5,0
9134,23,333,Air Leakage,Air Leakage,0.55,55,93,0.55,-1,5,0
9135,23,334,Air Leakage,Air Leakage,0.55,55,93,0.55,-1,5,0
9136,23,335,Air Leakage,Air Leakage,0.55,55,93,0.55,-1,5,0
9137,23,336,Air Leakage,Air Leakage,0.55,55,93,0.55,-1,5,0
9138,23,337,Air Leakage,Air Leakage,0.55,55,93,0.55,-1,5,0
9139,23,338,Air Leakage,Air Leakage,0.55,55,93,0.55,-1,5,0
9140,23,339,Air Leakage,Air Leakage,0.55,55,93,0.55,1,5,0
9141,23,340,Air Leakage,Air Leakage,0.55,55,93,0.55,1,5,0
9142,23,341,Air Leakage,Air Leakage,0.55,55,93,0.55,1,5,0
9143,23,342,Air Leakage,Air Leakage,0.55,55,93,0.55,1,5,0
9144,23,343,Air Leakage,Air Leakage,0.55,55,93,0.55,1,5,0
9145,23,344,Air Leakage,Air Leakage,0.55,55,93,0.55,1,5,0
9146,23,345,Air Leakage,Air Leakage,0.55,55,93,0.55,1,5,0
9147,23,346,Air Leakage,Air Leakage,0.55,55,93,0.55,1,5,0
9148,23,347,Air Leakage,Air Leakage,0.55,55,93,0.55,1,5,0
9149,23,348,Air Leakage,Air Leakage,0.55,55,93,0.55,1,5,0
9150,23,349,Air Leakage,Air Leakage,0.55,55,93,0.55,-1,5,0
9151,23,350,Air Leakage,Air Leakage,0.55,55,93,0.55,-1,5,0
9152,23,351,Air Leakage,Air Leakage,0.55,55,93,0.55,-1,5,0
9153,23,352,Air Leakage,Air Leakage,0.55,55,93,0.55,-1,5,0
9154,23,353,Air Leakage,Air Leakage,0.55,55,93,0.55,-1,5,0
9155,23,354,Air Leakage,Air Leakage,0.55,55,93,0.55,-1,5,0
9156,23,355,Air Leakage,Air Leakage,0.55,55,93,0.55,-1,5,0
9157,23,356,Air Leakage,Air Leakage,0.55,55,93,0.55,-1,5,0
9158,23,357,Air Leakage,Air Leakage,0.55,55,93,0.55,-1,5,0
9159,23,358,Air Leakage,Air Leakage,0.55,55,93,0.55,-1,5,0
9160,23,359,Air Leakage,Air Leakage,0.55,55,93,0.55,1,5,0
9161,23,360,Air Leakage,Air Leakage,0.55,55,93,0.55,1,5,0
9162,23,361,Air Leakage,Air Leakage,0.55,55,93,0.55,1,5,0
9163,23,362,Air Leakage,Air Leakage,0.55,55,93,0.55,1,5,0
9164,23,363,Air Leakage,Air Leakage,0.55,55,93,0.55,1,5,0
9165,23,364,Air Leakage,Air Leakage,0.55,55,93,0.55,1,5,0
9166,23,365,Air Leakage,Air Leakage,0.55,55,93,0.55,1,5,0
9167,23,366,Air Leakage,Air Leakage,0.55,55,93,0.55,1,5,0
9168,23,367,Air Leakage,Air Leakage,0.55,55,93,0.55,1,5,0
9169,23,368,Air Leakage,Air Leakage,0.55,55,93,0.55,1,5,0
9170,23,369,Air Leakage,Air Leakage,0.55,55,93,0.55,-1,5,0
9171,23,370,Air Leakage,Air Leakage,0.55,55,93,0.55,-1,5,0
9172,23,371,Air Leakage,Air Leakage,0.55,55,93,0.55,-1,5,0
9173,23,372,Air Leakage,Air Leakage,0.55,55,93,0.55,-1,5,0
9174,23,373,Air Leakage,Air Leakage,0.55,55,93,0.55,-1,5,0
9175,23,374,Air Leakage,Air Leakage,0.55,55,93,0.55,-1,5,0
9176,23,375,Air Leakage,Air Leakage,0.55,55,93,0.55,-1,5,0
9177,23,376,Air Leakage,Air Leakage,0.55,55,93,0.55,-1,5,0
9178,23,377,Air Leakage,Air Leakage,0.55,55,93,0.55,-1,5,0
9179,23,378,Air Leakage,Air Leakage,0.55,55,93,0.55,-1,5,0
9180,23,379,Air Leakage,Air Leakage,0.55,55,93,0.55,1,5,0
9181,23,380,Air Leakage,Air Leakage,0.55,55,93,0.55,1,5,0
9182,23,381,Air Leakage,Air Leakage,0.55,55,93,0.55,1,5,0
9183,23,382,Air Leakage,Air Leakage,0.55,55,93,0.55,1,5,0
9184,23,383,Air Leakage,Air Leakage,0.55,55,93,0.55,1,5,0
9185,23,384,Air Leakage,Air Leakage,0.55,55,93,0.55,1,5,0
9186,23,385,Air Leakage,Air Leakage,0.55,55,93,0.55,1,5,0
9187,23,386,Air Leakage,Air Leakage,0.55,55,93,0.55,1,5,0
9188,23,387,Air Leakage,Air Leakage,0.55,55,93,0.55,1,5,0
9189,23,388,Air Leakage,Air Leakage,0.55,55,93,0.55,1,5,0
9190,23,389,Air Leakage,Air Leakage,0.55,55,93,0.55,-1,5,0
9191,23,390,Air Leakage,Air Leakage,0.55,55,93,0.55,-1,5,0
9192,23,391,Air Leakage,Air Leakage,0.55,55,93,0.55,-1,5,0
9193,23,392,Air Leakage,Air Leakage,0.55,55,93,0.55,-1,5,0
9194,23,393,Air Leakage,Air Leakage,0.55,55,93,0.55,-1,5,0
9195,23,394,Air Leakage,Air Leakage,0.55,55,93,0.55,-1,5,0
9196,23,395,Air Leakage,Air Leakage,0.55,55,93,0.55,-1,5,0
9197,23,396,Air Leakage,Air Leakage,0.55,55,93,0.55,-1,5,0
9198,23,397,Air Leakage,Air Leakage,0.55,55,93,0.55,-1,5,0
9199,23,398,Air Leakage,Air Leakage,0.55,55,93,0.55,-1,5,0
9200,23,399,Air Leakage,Air Leakage,0.55,55,93,0.55,1,5,0
9201,24,0,Air Leakage,Healthy,0.0,53,105,1.0,1,1,0
9202,24,1,Air Leakage,Healthy,0.0,53,105,1.0,1,1,0
9203,24,2,Air Leakage,Healthy,0.0,53,105,1.0,1,1,0
9204,24,3,Air Leakage,Healthy,0.0,53,105,1.0,1,1,0
9205,24,4,Air Leakage,Healthy,0.0,53,105,1.0,1,1,0
9206,24,5,Air Leakage,Healthy,0.0,53,105,1.0,1,1,0
9207,24,6,Air Leakage,Healthy,0.0,53,105,1.0,1,1,0
9208,24,7,Air Leakage,Healthy,0.0,53,105,1.0,1,1,0
9209,24,8,Air Leakage,Healthy,0.0,53,105,1.0,1,1,0
9210,24,9,Air Leakage,Healthy,0.0,53,105,1.0,-1,1,0
9211,24,10,Air Leakage,Healthy,0.0,53,105,1.0,-1,1,0
9212,24,11,Air Leakage,Healthy,0.0,53,105,1.0,-1,1,0
9213,24,12,Air Leakage,Healthy,0.0,53,105,1.0,-1,1,0
9214,24,13,Air Leakage,Healthy,0.0,53,105,1.0,-1,1,0
9215,24,14,Air Leakage,Healthy,0.0,53,105,1.0,-1,1,0
9216,24,15,Air Leakage,Healthy,0.0,53,105,1.0,-1,1,0
9217,24,16,Air Leakage,Healthy,0.0,53,105,1.0,-1,1,0
9218,24,17,Air Leakage,Healthy,0.0,53,105,1.0,-1,1,0
9219,24,18,Air Leakage,Healthy,0.0,53,105,1.0,-1,1,0
9220,24,19,Air Leakage,Healthy,0.0,53,105,1.0,1,1,0
9221,24,20,Air Leakage,Healthy,0.0,53,105,1.0,1,1,0
9222,24,21,Air Leakage,Healthy,0.0,53,105,1.0,1,1,0
9223,24,22,Air Leakage,Healthy,0.0,53,105,1.0,1,1,0
9224,24,23,Air Leakage,Healthy,0.0,53,105,1.0,1,1,0
9225,24,24,Air Leakage,Healthy,0.0,53,105,1.0,1,1,0
9226,24,25,Air Leakage,Healthy,0.0,53,105,1.0,1,1,0
9227,24,26,Air Leakage,Healthy,0.0,53,105,1.0,1,1,0
9228,24,27,Air Leakage,Healthy,0.0,53,105,1.0,1,1,0
9229,24,28,Air Leakage,Healthy,0.0,53,105,1.0,1,1,0
9230,24,29,Air Leakage,Healthy,0.0,53,105,1.0,-1,1,0
9231,24,30,Air Leakage,Healthy,0.0,53,105,1.0,-1,1,0
9232,24,31,Air Leakage,Healthy,0.0,53,105,1.0,-1,1,0
9233,24,32,Air Leakage,Healthy,0.0,53,105,1.0,-1,1,0
9234,24,33,Air Leakage,Healthy,0.0,53,105,1.0,-1,1,0
9235,24,34,Air Leakage,Healthy,0.0,53,105,1.0,-1,1,0
9236,24,35,Air Leakage,Healthy,0.0,53,105,1.0,-1,1,0
9237,24,36,Air Leakage,Healthy,0.0,53,105,1.0,-1,1,0
9238,24,37,Air Leakage,Healthy,0.0,53,105,1.0,-1,1,0
9239,24,38,Air Leakage,Healthy,0.0,53,105,1.0,-1,1,0
9240,24,39,Air Leakage,Healthy,0.0,53,105,1.0,1,1,0
9241,24,40,Air Leakage,Healthy,0.0,53,105,1.0,1,1,0
9242,24,41,Air Leakage,Healthy,0.0,53,105,1.0,1,1,0
9243,24,42,Air Leakage,Healthy,0.0,53,105,1.0,1,1,0
9244,24,43,Air Leakage,Healthy,0.0,53,105,1.0,1,1,0
9245,24,44,Air Leakage,Healthy,0.0,53,105,1.0,1,1,0
9246,24,45,Air Leakage,Healthy,0.0,53,105,1.0,1,1,0
9247,24,46,Air Leakage,Healthy,0.0,53,105,1.0,1,1,0
9248,24,47,Air Leakage,Healthy,0.0,53,105,1.0,1,1,0
9249,24,48,Air Leakage,Healthy,0.0,53,105,1.0,1,1,0
9250,24,49,Air Leakage,Healthy,0.0,53,105,1.0,-1,1,0
9251,24,50,Air Leakage,Healthy,0.0,53,105,1.0,-1,1,0
9252,24,51,Air Leakage,Healthy,0.0,53,105,1.0,-1,1,0
9253,24,52,Air Leakage,Healthy,0.0,53,105,1.0,-1,1,0
9254,24,53,Air Leakage,Healthy,0.0003,53,105,1.0,-1,1,0
9255,24,54,Air Leakage,Healthy,0.0011,53,105,1.0,-1,1,0
9256,24,55,Air Leakage,Healthy,0.0024,53,105,1.0,-1,1,0
9257,24,56,Air Leakage,Healthy,0.0042,53,105,1.0,-1,1,0
9258,24,57,Air Leakage,Healthy,0.0066,53,105,1.0,-1,1,0
9259,24,58,Air Leakage,Healthy,0.0094,53,105,1.0,-1,1,0
9260,24,59,Air Leakage,Healthy,0.0127,53,105,1.0,1,1,0
9261,24,60,Air Leakage,Healthy,0.0165,53,105,1.0,1,1,0
9262,24,61,Air Leakage,Healthy,0.0208,53,105,1.0,1,1,0
9263,24,62,Air Leakage,Healthy,0.0255,53,105,1.0,1,1,0
9264,24,63,Air Leakage,Healthy,0.0306,53,105,1.0,1,1,0
9265,24,64,Air Leakage,Healthy,0.0362,53,105,1.0,1,1,0
9266,24,65,Air Leakage,Healthy,0.0422,53,105,1.0,1,1,0
9267,24,66,Air Leakage,Healthy,0.0486,53,105,1.0,1,1,0
9268,24,67,Air Leakage,Healthy,0.0554,53,105,1.0,1,1,0
9269,24,68,Air Leakage,Healthy,0.0626,53,105,1.0,1,1,0
9270,24,69,Air Leakage,Healthy,0.0702,53,105,1.0,-1,1,0
9271,24,70,Air Leakage,Healthy,0.0781,53,105,1.0,-1,1,0
9272,24,71,Air Leakage,Healthy,0.0864,53,105,1.0,-1,1,0
9273,24,72,Air Leakage,Healthy,0.095,53,105,1.0,-1,1,0
9274,24,73,Air Leakage,Healthy,0.104,53,105,1.0,-1,1,0
9275,24,74,Air Leakage,Healthy,0.1133,53,105,1.0,-1,1,0
9276,24,75,Air Leakage,Healthy,0.1229,53,105,1.0,-1,1,0
9277,24,76,Air Leakage,Healthy,0.1329,53,105,1.0,-1,1,0
9278,24,77,Air Leakage,Healthy,0.1431,53,105,1.0,-1,1,0
9279,24,78,Air Leakage,Air Leakage,0.1536,53,105,1.0,-1,1,0
9280,24,79,Air Leakage,Air Leakage,0.1644,53,105,1.0,1,1,0
9281,24,80,Air Leakage,Air Leakage,0.1754,53,105,1.0,1,2,0
9282,24,81,Air Leakage,Air Leakage,0.1867,53,105,1.0,1,2,0
9283,24,82,Air Leakage,Air Leakage,0.1983,53,105,1.0,1,2,0
9284,24,83,Air Leakage,Air Leakage,0.21,53,105,1.0,1,2,0
9285,24,84,Air Leakage,Air Leakage,0.222,53,105,1.0,1,2,0
9286,24,85,Air Leakage,Air Leakage,0.2342,53,105,1.0,1,2,0
9287,24,86,Air Leakage,Air Leakage,0.2467,53,105,1.0,1,2,0
9288,24,87,Air Leakage,Air Leakage,0.2593,53,105,1.0,1,2,0
9289,24,88,Air Leakage,Air Leakage,0.272,53,105,1.0,1,2,0
9290,24,89,Air Leakage,Air Leakage,0.285,53,105,1.0,-1,2,0
9291,24,90,Air Leakage,Air Leakage,0.2981,53,105,1.0,-1,2,0
9292,24,91,Air Leakage,Air Leakage,0.3114,53,105,1.0,-1,2,0
9293,24,92,Air Leakage,Air Leakage,0.3248,53,105,1.0,-1,2,0
9294,24,93,Air Leakage,Air Leakage,0.3383,53,105,1.0,-1,2,0
9295,24,94,Air Leakage,Air Leakage,0.352,53,105,1.0,-1,2,0
9296,24,95,Air Leakage,Air Leakage,0.3658,53,105,1.0,-1,2,0
9297,24,96,Air Leakage,Air Leakage,0.3796,53,105,1.0,-1,2,0
9298,24,97,Air Leakage,Air Leakage,0.3936,53,105,1.0,-1,2,0
9299,24,98,Air Leakage,Air Leakage,0.4076,53,105,1.0,-1,2,0
9300,24,99,Air Leakage,Air Leakage,0.4217,53,105,1.0,1,2,0
9301,24,100,Air Leakage,Air Leakage,0.4359,53,105,1.0,1,2,0
9302,24,101,Air Leakage,Air Leakage,0.4501,53,105,1.0,1,2,0
9303,24,102,Air Leakage,Air Leakage,0.4643,53,105,1.0,1,2,0
9304,24,103,Air Leakage,Air Leakage,0.4786,53,105,1.0,1,2,0
9305,24,104,Air Leakage,Air Leakage,0.4929,53,105,1.0,1,2,0
9306,24,105,Air Leakage,Air Leakage,0.5071,53,105,1.0,1,2,0
9307,24,106,Air Leakage,Air Leakage,0.5214,53,105,1.0,1,2,0
9308,24,107,Air Leakage,Air Leakage,0.5357,53,105,1.0,1,2,0
9309,24,108,Air Leakage,Air Leakage,0.5499,53,105,1.0,1,2,0
9310,24,109,Air Leakage,Air Leakage,0.5641,53,105,1.0,-1,2,0
9311,24,110,Air Leakage,Air Leakage,0.5783,53,105,1.0,-1,2,0
9312,24,111,Air Leakage,Air Leakage,0.5924,53,105,1.0,-1,2,0
9313,24,112,Air Leakage,Air Leakage,0.6064,53,105,1.0,-1,2,0
9314,24,113,Air Leakage,Air Leakage,0.6204,53,105,1.0,-1,2,0
9315,24,114,Air Leakage,Air Leakage,0.6342,53,105,1.0,-1,2,0
9316,24,115,Air Leakage,Air Leakage,0.648,53,105,1.0,-1,2,0
9317,24,116,Air Leakage,Air Leakage,0.6617,53,105,1.0,-1,2,0
9318,24,117,Air Leakage,Air Leakage,0.6752,53,105,1.0,-1,2,0
9319,24,118,Air Leakage,Air Leakage,0.6886,53,105,1.0,-1,2,0
9320,24,119,Air Leakage,Air Leakage,0.7019,53,105,1.0,1,2,0
9321,24,120,Air Leakage,Air Leakage,0.715,53,105,1.0,1,2,0
9322,24,121,Air Leakage,Air Leakage,0.728,53,105,1.0,1,2,0
9323,24,122,Air Leakage,Air Leakage,0.7407,53,105,1.0,1,2,0
9324,24,123,Air Leakage,Air Leakage,0.7533,53,105,1.0,1,2,0
9325,24,124,Air Leakage,Air Leakage,0.7658,53,105,1.0,1,2,0
9326,24,125,Air Leakage,Air Leakage,0.778,53,105,1.0,1,2,0
9327,24,126,Air Leakage,Air Leakage,0.79,53,105,1.0,1,2,0
9328,24,127,Air Leakage,Air Leakage,0.8017,53,105,1.0,1,2,0
9329,24,128,Air Leakage,Air Leakage,0.8133,53,105,1.0,1,2,0
9330,24,129,Air Leakage,Air Leakage,0.8246,53,105,1.0,-1,2,0
9331,24,130,Air Leakage,Air Leakage,0.8356,53,105,1.0,-1,2,0
9332,24,131,Air Leakage,Air Leakage,0.8464,53,105,1.0,-1,2,0
9333,24,132,Air Leakage,Air Leakage,0.8569,53,105,1.0,-1,2,0
9334,24,133,Air Leakage,Air Leakage,0.8671,53,105,1.0,-1,2,0
9335,24,134,Air Leakage,Air Leakage,0.8771,53,105,1.0,-1,2,0
9336,24,135,Air Leakage,Air Leakage,0.8867,53,105,1.0,-1,2,0
9337,24,136,Air Leakage,Air Leakage,0.896,53,105,1.0,-1,2,0
9338,24,137,Air Leakage,Air Leakage,0.905,53,105,1.0,-1,2,0
9339,24,138,Air Leakage,Air Leakage,0.9136,53,105,1.0,-1,2,0
9340,24,139,Air Leakage,Air Leakage,0.9219,53,105,1.0,1,2,0
9341,24,140,Air Leakage,Air Leakage,0.9298,53,105,1.0,1,2,0
9342,24,141,Air Leakage,Air Leakage,0.9374,53,105,1.0,1,2,0
9343,24,142,Air Leakage,Air Leakage,0.9446,53,105,1.0,1,2,0
9344,24,143,Air Leakage,Air Leakage,0.9514,53,105,1.0,1,2,0
9345,24,144,Air Leakage,Air Leakage,0.9578,53,105,1.0,1,2,0
9346,24,145,Air Leakage,Air Leakage,0.9638,53,105,1.0,1,2,0
9347,24,146,Air Leakage,Air Leakage,0.9694,53,105,1.0,1,2,0
9348,24,147,Air Leakage,Air Leakage,0.9745,53,105,1.0,1,2,0
9349,24,148,Air Leakage,Air Leakage,0.9792,53,105,1.0,1,2,0
9350,24,149,Air Leakage,Air Leakage,0.9835,53,105,1.0,-1,2,0
9351,24,150,Air Leakage,Air Leakage,0.9873,53,105,1.0,-1,2,0
9352,24,151,Air Leakage,Air Leakage,0.9906,53,105,1.0,-1,2,0
9353,24,152,Air Leakage,Air Leakage,0.9934,53,105,1.0,-1,2,0
9354,24,153,Air Leakage,Air Leakage,0.9958,53,105,1.0,-1,2,0
9355,24,154,Air Leakage,Air Leakage,0.9976,53,105,1.0,-1,2,0
9356,24,155,Air Leakage,Air Leakage,0.9989,53,105,1.0,-1,2,0
9357,24,156,Air Leakage,Air Leakage,0.9997,53,105,1.0,-1,2,0
9358,24,157,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,2,0
9359,24,158,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,2,0
9360,24,159,Air Leakage,Air Leakage,1.0,53,105,1.0,1,2,0
9361,24,160,Air Leakage,Air Leakage,1.0,53,105,1.0,1,3,0
9362,24,161,Air Leakage,Air Leakage,1.0,53,105,1.0,1,3,0
9363,24,162,Air Leakage,Air Leakage,1.0,53,105,1.0,1,3,0
9364,24,163,Air Leakage,Air Leakage,1.0,53,105,1.0,1,3,0
9365,24,164,Air Leakage,Air Leakage,1.0,53,105,1.0,1,3,0
9366,24,165,Air Leakage,Air Leakage,1.0,53,105,1.0,1,3,0
9367,24,166,Air Leakage,Air Leakage,1.0,53,105,1.0,1,3,0
9368,24,167,Air Leakage,Air Leakage,1.0,53,105,1.0,1,3,0
9369,24,168,Air Leakage,Air Leakage,1.0,53,105,1.0,1,3,0
9370,24,169,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,3,0
9371,24,170,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,3,0
9372,24,171,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,3,0
9373,24,172,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,3,0
9374,24,173,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,3,0
9375,24,174,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,3,0
9376,24,175,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,3,0
9377,24,176,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,3,0
9378,24,177,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,3,0
9379,24,178,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,3,0
9380,24,179,Air Leakage,Air Leakage,1.0,53,105,1.0,1,3,0
9381,24,180,Air Leakage,Air Leakage,1.0,53,105,1.0,1,3,0
9382,24,181,Air Leakage,Air Leakage,1.0,53,105,1.0,1,3,0
9383,24,182,Air Leakage,Air Leakage,1.0,53,105,1.0,1,3,0
9384,24,183,Air Leakage,Air Leakage,1.0,53,105,1.0,1,3,0
9385,24,184,Air Leakage,Air Leakage,1.0,53,105,1.0,1,3,0
9386,24,185,Air Leakage,Air Leakage,1.0,53,105,1.0,1,3,0
9387,24,186,Air Leakage,Air Leakage,1.0,53,105,1.0,1,3,0
9388,24,187,Air Leakage,Air Leakage,1.0,53,105,1.0,1,3,0
9389,24,188,Air Leakage,Air Leakage,1.0,53,105,1.0,1,3,0
9390,24,189,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,3,0
9391,24,190,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,3,0
9392,24,191,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,3,0
9393,24,192,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,3,0
9394,24,193,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,3,0
9395,24,194,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,3,0
9396,24,195,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,3,0
9397,24,196,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,3,0
9398,24,197,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,3,0
9399,24,198,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,3,0
9400,24,199,Air Leakage,Air Leakage,1.0,53,105,1.0,1,3,0
9401,24,200,Air Leakage,Air Leakage,1.0,53,105,1.0,1,3,0
9402,24,201,Air Leakage,Air Leakage,1.0,53,105,1.0,1,3,0
9403,24,202,Air Leakage,Air Leakage,1.0,53,105,1.0,1,3,0
9404,24,203,Air Leakage,Air Leakage,1.0,53,105,1.0,1,3,0
9405,24,204,Air Leakage,Air Leakage,1.0,53,105,1.0,1,3,0
9406,24,205,Air Leakage,Air Leakage,1.0,53,105,1.0,1,3,0
9407,24,206,Air Leakage,Air Leakage,1.0,53,105,1.0,1,3,0
9408,24,207,Air Leakage,Air Leakage,1.0,53,105,1.0,1,3,0
9409,24,208,Air Leakage,Air Leakage,1.0,53,105,1.0,1,3,0
9410,24,209,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,3,0
9411,24,210,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,3,0
9412,24,211,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,3,0
9413,24,212,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,3,0
9414,24,213,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,3,0
9415,24,214,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,3,0
9416,24,215,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,3,0
9417,24,216,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,3,0
9418,24,217,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,3,0
9419,24,218,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,3,0
9420,24,219,Air Leakage,Air Leakage,1.0,53,105,1.0,1,3,0
9421,24,220,Air Leakage,Air Leakage,1.0,53,105,1.0,1,3,0
9422,24,221,Air Leakage,Air Leakage,1.0,53,105,1.0,1,3,0
9423,24,222,Air Leakage,Air Leakage,1.0,53,105,1.0,1,3,0
9424,24,223,Air Leakage,Air Leakage,1.0,53,105,1.0,1,3,0
9425,24,224,Air Leakage,Air Leakage,1.0,53,105,1.0,1,3,0
9426,24,225,Air Leakage,Air Leakage,1.0,53,105,1.0,1,3,0
9427,24,226,Air Leakage,Air Leakage,1.0,53,105,1.0,1,3,0
9428,24,227,Air Leakage,Air Leakage,1.0,53,105,1.0,1,3,0
9429,24,228,Air Leakage,Air Leakage,1.0,53,105,1.0,1,3,0
9430,24,229,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,3,0
9431,24,230,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,3,0
9432,24,231,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,3,0
9433,24,232,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,3,0
9434,24,233,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,3,0
9435,24,234,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,3,0
9436,24,235,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,3,0
9437,24,236,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,3,0
9438,24,237,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,3,0
9439,24,238,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,3,0
9440,24,239,Air Leakage,Air Leakage,1.0,53,105,1.0,1,3,0
9441,24,240,Air Leakage,Air Leakage,1.0,53,105,1.0,1,4,0
9442,24,241,Air Leakage,Air Leakage,1.0,53,105,1.0,1,4,0
9443,24,242,Air Leakage,Air Leakage,1.0,53,105,1.0,1,4,0
9444,24,243,Air Leakage,Air Leakage,1.0,53,105,1.0,1,4,0
9445,24,244,Air Leakage,Air Leakage,1.0,53,105,1.0,1,4,0
9446,24,245,Air Leakage,Air Leakage,1.0,53,105,1.0,1,4,0
9447,24,246,Air Leakage,Air Leakage,1.0,53,105,1.0,1,4,0
9448,24,247,Air Leakage,Air Leakage,1.0,53,105,1.0,1,4,0
9449,24,248,Air Leakage,Air Leakage,1.0,53,105,1.0,1,4,0
9450,24,249,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,4,0
9451,24,250,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,4,0
9452,24,251,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,4,0
9453,24,252,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,4,0
9454,24,253,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,4,0
9455,24,254,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,4,0
9456,24,255,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,4,0
9457,24,256,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,4,0
9458,24,257,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,4,0
9459,24,258,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,4,0
9460,24,259,Air Leakage,Air Leakage,1.0,53,105,1.0,1,4,0
9461,24,260,Air Leakage,Air Leakage,1.0,53,105,1.0,1,4,0
9462,24,261,Air Leakage,Air Leakage,1.0,53,105,1.0,1,4,0
9463,24,262,Air Leakage,Air Leakage,1.0,53,105,1.0,1,4,0
9464,24,263,Air Leakage,Air Leakage,1.0,53,105,1.0,1,4,0
9465,24,264,Air Leakage,Air Leakage,1.0,53,105,1.0,1,4,0
9466,24,265,Air Leakage,Air Leakage,1.0,53,105,1.0,1,4,0
9467,24,266,Air Leakage,Air Leakage,1.0,53,105,1.0,1,4,0
9468,24,267,Air Leakage,Air Leakage,1.0,53,105,1.0,1,4,0
9469,24,268,Air Leakage,Air Leakage,1.0,53,105,1.0,1,4,0
9470,24,269,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,4,0
9471,24,270,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,4,0
9472,24,271,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,4,0
9473,24,272,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,4,0
9474,24,273,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,4,0
9475,24,274,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,4,0
9476,24,275,Air Leakage,Air Leakage,1.0,53,105,1.0,-1,4,0
