Time,Pressure,Temperature,Position,Flow,Speed,CycleCount,Health,Fault,Vibration
4761,5.58,2027.76,10,9.7,111.79,2381,0,Seal Wear,1.5
4762,4.45,2027.77,20,11.46,103.19,2382,0,Air Leakage,0.87
4763,5.32,2029.01,30,9.84,116.72,2383,0,Seal Wear,2.22
4764,4.65,2029.09,40,11.69,108.62,2384,0,Air Leakage,0.98
4765,5.17,2029.1,50,9.74,96.07,2385,0,Valve Sticking,3.58
4766,4.42,2029.28,60,10.87,104.54,2386,0,Air Leakage,0.85
4767,4.96,2029.34,70,11.23,104.98,2387,0,Air Leakage,1.15
4768,5.38,2030.12,80,10.06,115.39,2388,0,Seal Wear,2.07
4769,4.96,2030.12,90,11.77,103.0,2389,0,Air Leakage,0.94
4770,5.47,2030.87,100,10.29,109.34,2390,0,Seal Wear,1.98
4771,5.25,2031.76,90,10.26,109.3,2390,0,Seal Wear,1.9
4772,4.84,2031.82,80,12.06,107.67,2390,0,Air Leakage,1.14
4773,5.3,2031.97,70,10.43,95.04,2390,0,Valve Sticking,2.86
4774,5.28,2032.08,60,9.7,92.6,2390,0,Valve Sticking,2.83
4775,5.31,2032.08,50,10.03,98.42,2390,0,Valve Sticking,3.69
4776,5.06,2032.11,40,9.54,98.69,2390,0,Valve Sticking,3.38
4777,5.39,2032.3,30,9.76,85.58,2390,0,Valve Sticking,3.03
4778,4.99,2032.45,20,10.32,94.03,2390,0,Valve Sticking,3.98
4779,5.75,2034.02,10,10.11,110.74,2390,0,Seal Wear,1.68
4780,5.24,2034.11,0,9.69,86.88,2390,0,Valve Sticking,3.69
4781,4.79,2034.23,10,10.31,93.17,2391,0,Valve Sticking,3.77
4782,4.55,2034.32,20,11.29,105.4,2392,0,Air Leakage,1.05
4783,5.64,2035.72,30,9.67,108.63,2393,0,Seal Wear,1.71
4784,5.22,2036.29,40,9.65,113.0,2394,0,Seal Wear,2.05
4785,4.68,2036.47,50,11.72,99.58,2395,0,Air Leakage,1.12
4786,5.1,2036.61,60,9.76,94.88,2396,0,Valve Sticking,3.07
4787,5.44,2037.69,70,9.54,109.45,2397,0,Seal Wear,1.67
4788,5.37,2038.64,80,10.4,113.16,2398,0,Seal Wear,2.01
4789,5.07,2038.83,90,10.2,85.51,2399,0,Valve Sticking,2.62
4790,5.3,2040.18,100,9.86,107.0,2400,0,Seal Wear,1.65
4791,4.39,2040.32,90,11.28,102.67,2400,0,Air Leakage,0.97
4792,4.34,2040.51,80,11.57,100.77,2400,0,Air Leakage,0.92
4793,5.33,2040.59,70,10.1,93.86,2400,0,Valve Sticking,2.61
4794,4.72,2040.67,60,11.46,100.0,2400,0,Air Leakage,1.17
4795,5.3,2040.7,50,10.17,89.86,2400,0,Valve Sticking,2.55
4796,5.58,2041.46,40,9.51,107.16,2400,0,Seal Wear,2.4
4797,4.63,2041.48,30,11.0,111.59,2400,0,Air Leakage,1.0
4798,5.01,2041.64,20,9.62,84.12,2400,0,Valve Sticking,3.58
4799,4.78,2041.66,10,10.25,97.48,2400,0,Valve Sticking,2.62
4800,5.63,2043.12,0,10.02,116.87,2400,0,Seal Wear,2.14
4801,4.66,2043.2,10,11.21,105.8,2401,0,Air Leakage,1.08
4802,5.26,2043.35,20,9.68,92.2,2402,0,Valve Sticking,2.91
4803,4.4,2043.46,30,11.68,107.04,2403,0,Air Leakage,0.94
4804,4.66,2043.57,40,12.0,97.83,2404,0,Air Leakage,1.09
4805,5.01,2043.66,50,9.68,95.07,2405,0,Valve Sticking,3.04
4806,4.93,2043.76,60,10.97,104.04,2406,0,Air Leakage,1.09
4807,5.37,2044.86,70,9.86,112.73,2407,0,Seal Wear,1.58
4808,5.15,2044.87,80,9.6,99.36,2408,0,Valve Sticking,3.63
4809,5.32,2044.93,90,9.95,98.85,2409,0,Valve Sticking,3.22
4810,4.67,2045.13,100,11.15,103.94,2410,0,Air Leakage,0.85
4811,5.61,2046.23,90,9.85,107.21,2410,0,Seal Wear,1.53
4812,5.2,2046.31,80,11.82,97.27,2410,0,Air Leakage,1.1
4813,4.9,2046.34,70,11.72,102.22,2410,0,Air Leakage,0.9
4814,5.47,2047.45,60,10.04,113.75,2410,0,Seal Wear,1.66
4815,4.89,2047.49,50,11.46,106.06,2410,0,Air Leakage,0.9
4816,5.19,2047.58,40,9.85,95.55,2410,0,Valve Sticking,3.12
4817,5.13,2047.74,30,11.33,108.13,2410,0,Air Leakage,1.2
4818,4.91,2047.79,20,11.06,100.36,2410,0,Air Leakage,1.15
4819,5.43,2049.14,10,10.27,107.87,2410,0,Seal Wear,2.13
4820,5.2,2050.0,0,9.96,107.08,2410,0,Seal Wear,1.63
4821,4.99,2050.16,10,11.95,104.87,2411,0,Air Leakage,1.1
4822,5.48,2050.33,20,9.5,83.7,2412,0,Valve Sticking,3.37
4823,5.49,2051.6,30,9.51,107.06,2413,0,Seal Wear,2.41
4824,5.27,2051.6,40,9.65,91.66,2414,0,Valve Sticking,3.12
4825,4.65,2051.64,50,11.32,107.86,2415,0,Air Leakage,1.09
4826,4.6,2051.79,60,12.3,107.8,2416,0,Air Leakage,1.01
4827,4.86,2051.87,70,10.44,93.15,2417,0,Valve Sticking,2.82
4828,4.32,2052.05,80,11.83,103.37,2418,0,Air Leakage,0.88
4829,5.14,2052.11,90,9.66,96.88,2419,0,Valve Sticking,3.6
4830,5.75,2053.4,100,9.7,112.37,2420,0,Seal Wear,2.0
4831,5.48,2054.74,90,10.35,118.31,2420,0,Seal Wear,2.5
4832,4.57,2054.81,80,11.51,106.48,2420,0,Air Leakage,0.96
4833,5.54,2056.05,70,9.68,117.67,2420,0,Seal Wear,1.66
4834,5.76,2057.51,60,10.34,108.61,2420,0,Seal Wear,1.75
4835,5.16,2057.54,50,11.41,107.35,2420,0,Air Leakage,0.94
4836,5.39,2058.92,40,10.23,114.36,2420,0,Seal Wear,2.07
4837,5.18,2059.1,30,9.97,94.9,2420,0,Valve Sticking,3.4
4838,5.31,2059.12,20,10.36,97.15,2420,0,Valve Sticking,2.81
4839,5.25,2059.14,10,9.51,88.83,2420,0,Valve Sticking,3.85
4840,5.61,2059.75,0,10.09,111.45,2420,0,Seal Wear,2.06
4841,5.19,2059.78,10,11.64,105.17,2421,0,Air Leakage,0.91
4842,4.75,2059.84,20,11.85,109.11,2422,0,Air Leakage,1.19
4843,5.3,2060.55,30,9.54,107.45,2423,0,Seal Wear,1.87
4844,4.55,2060.65,40,11.82,102.67,2424,0,Air Leakage,0.97
4845,5.21,2060.78,50,10.31,88.79,2425,0,Valve Sticking,3.76
4846,5.39,2062.18,60,9.92,112.62,2426,0,Seal Wear,1.99
4847,5.17,2062.34,70,11.61,108.97,2427,0,Air Leakage,1.19
4848,4.98,2062.38,80,9.67,90.44,2428,0,Valve Sticking,3.43
4849,4.99,2062.47,90,12.17,110.54,2429,0,Air Leakage,1.15
4850,5.11,2062.54,100,11.16,95.97,2430,0,Air Leakage,0.82
4851,4.84,2062.73,90,11.3,102.19,2430,0,Air Leakage,0.88
4852,4.82,2062.76,80,11.25,103.28,2430,0,Air Leakage,1.18
4853,4.83,2062.85,70,10.24,92.33,2430,0,Valve Sticking,2.98
4854,4.94,2062.94,60,9.65,98.28,2430,0,Valve Sticking,2.61
4855,5.26,2064.56,50,10.28,109.72,2430,0,Seal Wear,1.77
4856,4.7,2064.69,40,11.5,106.64,2430,0,Air Leakage,0.92
4857,5.08,2064.79,30,9.77,95.35,2430,0,Valve Sticking,2.67
4858,4.85,2064.93,20,11.94,109.14,2430,0,Air Leakage,1.09
4859,5.4,2065.05,10,10.02,87.84,2430,0,Valve Sticking,3.79
4860,4.65,2065.18,0,11.08,106.59,2430,0,Air Leakage,0.86
4861,4.76,2065.35,10,11.59,102.6,2431,0,Air Leakage,0.9
4862,4.94,2065.49,20,9.96,90.39,2432,0,Valve Sticking,3.08
4863,5.12,2065.58,30,9.98,92.99,2433,0,Valve Sticking,3.56
4864,5.42,2067.01,40,9.95,113.23,2434,0,Seal Wear,2.0
4865,5.4,2067.18,50,10.42,94.59,2435,0,Valve Sticking,3.52
4866,4.75,2067.32,60,11.21,111.73,2436,0,Air Leakage,1.15
4867,4.72,2067.52,70,11.51,101.41,2437,0,Air Leakage,0.81
4868,5.18,2067.7,80,10.05,96.13,2438,0,Valve Sticking,3.06
4869,5.28,2067.81,90,10.18,94.33,2439,0,Valve Sticking,2.52
4870,4.75,2067.93,100,11.02,105.44,2440,0,Air Leakage,1.17
4871,4.96,2068.13,90,11.82,108.14,2440,0,Air Leakage,0.85
4872,5.36,2068.82,80,9.56,111.94,2440,0,Seal Wear,1.89
4873,5.34,2068.87,70,9.67,84.83,2440,0,Valve Sticking,3.4
4874,5.29,2069.72,60,9.67,113.73,2440,0,Seal Wear,1.56
4875,5.05,2069.85,50,11.52,106.89,2440,0,Air Leakage,0.88
4876,5.65,2070.99,40,9.51,109.29,2440,0,Seal Wear,2.29
4877,4.63,2071.0,30,11.68,103.02,2440,0,Air Leakage,1.15
4878,4.89,2071.06,20,11.08,104.17,2440,0,Air Leakage,1.17
4879,4.88,2071.26,10,11.52,107.22,2440,0,Air Leakage,0.86
4880,5.52,2072.86,0,10.22,107.14,2440,0,Seal Wear,1.83
4881,5.3,2072.89,10,9.69,91.9,2441,0,Valve Sticking,3.64
4882,4.26,2073.09,20,10.66,104.17,2442,0,Air Leakage,1.01
4883,4.88,2073.11,30,10.77,105.85,2443,0,Air Leakage,1.07
4884,5.65,2073.9,40,10.38,110.33,2444,0,Seal Wear,2.39
4885,5.56,2074.05,50,10.42,94.32,2445,0,Valve Sticking,3.56
4886,4.63,2074.08,60,11.2,102.37,2446,0,Air Leakage,0.81
4887,5.15,2074.17,70,9.8,91.05,2447,0,Valve Sticking,3.89
4888,5.41,2075.37,80,10.44,112.33,2448,0,Seal Wear,2.31
4889,5.48,2076.51,90,10.33,107.79,2449,0,Seal Wear,1.57
4890,5.19,2076.61,100,9.6,96.21,2450,0,Valve Sticking,3.21
4891,5.36,2078.01,90,9.82,108.97,2450,0,Seal Wear,2.12
4892,5.36,2079.01,80,10.33,110.23,2450,0,Seal Wear,2.01
4893,5.48,2079.93,70,10.32,110.93,2450,0,Seal Wear,2.02
4894,5.21,2080.03,60,9.72,84.45,2450,0,Valve Sticking,3.07
4895,5.54,2081.33,50,9.64,112.67,2450,0,Seal Wear,1.69
4896,5.47,2081.4,40,10.22,87.29,2450,0,Valve Sticking,3.14
4897,5.44,2082.26,30,9.75,109.02,2450,0,Seal Wear,1.57
4898,5.26,2082.42,20,9.89,102.5,2450,0,Valve Sticking,3.64
4899,5.11,2082.61,10,11.11,105.54,2450,0,Air Leakage,0.91
4900,5.36,2082.69,0,9.64,100.99,2450,0,Valve Sticking,3.52
4901,5.09,2082.78,10,9.68,91.99,2451,0,Valve Sticking,2.78
4902,5.63,2083.98,20,10.26,112.09,2452,0,Seal Wear,1.77
4903,5.44,2084.06,30,9.58,93.89,2453,0,Valve Sticking,2.63
4904,4.99,2084.21,40,10.3,87.3,2454,0,Valve Sticking,2.59
4905,5.3,2085.2,50,10.37,117.63,2455,0,Seal Wear,2.11
4906,4.6,2085.4,60,11.37,112.42,2456,0,Air Leakage,1.03
4907,5.03,2085.47,70,9.8,93.94,2457,0,Valve Sticking,2.84
4908,4.97,2085.59,80,9.84,90.7,2458,0,Valve Sticking,3.43
4909,5.23,2086.73,90,9.61,114.92,2459,0,Seal Wear,2.05
4910,4.54,2086.91,100,11.05,114.1,2460,0,Air Leakage,1.19
4911,4.54,2087.05,90,10.93,108.71,2460,0,Air Leakage,1.02
4912,5.29,2088.5,80,10.35,116.52,2460,0,Seal Wear,2.4
4913,5.66,2089.26,70,9.65,111.22,2460,0,Seal Wear,1.82
4914,5.47,2089.44,60,9.65,88.5,2460,0,Valve Sticking,2.61
4915,5.16,2089.58,50,10.25,98.97,2460,0,Valve Sticking,3.81
4916,5.22,2089.59,40,9.73,94.35,2460,0,Valve Sticking,3.59
4917,4.75,2089.65,30,11.35,105.89,2460,0,Air Leakage,1.17
4918,5.38,2090.65,20,10.15,110.07,2460,0,Seal Wear,1.97
4919,5.45,2090.68,10,9.91,86.19,2460,0,Valve Sticking,2.73
4920,5.27,2090.71,0,9.51,93.21,2460,0,Valve Sticking,3.39
4921,5.61,2092.07,10,10.13,113.57,2461,0,Seal Wear,2.32
4922,4.52,2092.09,20,11.98,104.75,2462,0,Air Leakage,1.09
4923,5.3,2093.54,30,10.37,109.15,2463,0,Seal Wear,2.0
4924,4.83,2093.65,40,10.23,89.74,2464,0,Valve Sticking,3.32
4925,5.13,2093.83,50,9.71,88.87,2465,0,Valve Sticking,3.26
4926,4.74,2093.86,60,11.55,104.12,2466,0,Air Leakage,1.1
4927,4.79,2093.91,70,11.7,103.8,2467,0,Air Leakage,0.93
4928,4.69,2094.0,80,11.23,110.34,2468,0,Air Leakage,0.9
4929,5.31,2095.08,90,10.38,113.71,2469,0,Seal Wear,1.78
4930,4.79,2095.12,100,10.57,110.14,2470,0,Air Leakage,1.16
4931,4.95,2095.22,90,9.83,87.47,2470,0,Valve Sticking,3.95
4932,4.77,2095.27,80,11.1,100.27,2470,0,Air Leakage,1.16
4933,5.76,2096.61,70,10.16,115.37,2470,0,Seal Wear,1.93
4934,5.15,2096.71,60,9.72,92.95,2470,0,Valve Sticking,3.71
4935,5.35,2097.78,50,9.97,109.82,2470,0,Seal Wear,2.13
4936,4.79,2097.89,40,11.94,110.3,2470,0,Air Leakage,1.15
4937,4.98,2097.97,30,11.53,101.2,2470,0,Air Leakage,1.19
4938,4.83,2098.04,20,9.67,90.84,2470,0,Valve Sticking,2.78
4939,5.03,2098.17,10,9.99,90.5,2470,0,Valve Sticking,3.92
4940,4.71,2098.24,0,11.95,105.25,2470,0,Air Leakage,1.06
4941,5.24,2098.41,10,9.88,93.43,2471,0,Valve Sticking,2.92
4942,5.21,2098.53,20,10.25,90.99,2472,0,Valve Sticking,3.66
4943,5.8,2099.11,30,9.57,114.01,2473,0,Seal Wear,1.86
4944,5.44,2099.22,40,9.64,98.38,2474,0,Valve Sticking,2.75
4945,5.46,2099.4,50,10.27,94.59,2475,0,Valve Sticking,3.55
4946,5.21,2099.4,60,10.4,90.29,2476,0,Valve Sticking,3.17
4947,5.37,2100.78,70,10.06,109.45,2477,0,Seal Wear,2.14
4948,5.3,2100.93,80,10.17,94.71,2478,0,Valve Sticking,3.89
4949,5.68,2101.75,90,10.34,117.49,2479,0,Seal Wear,1.98
4950,4.92,2101.78,100,11.56,107.08,2480,0,Air Leakage,0.98
4951,5.47,2103.05,90,10.15,111.86,2480,0,Seal Wear,2.19
4952,5.19,2103.1,80,10.35,97.51,2480,0,Valve Sticking,3.07
4953,4.5,2103.21,70,12.12,100.01,2480,0,Air Leakage,1.19
4954,5.17,2103.34,60,9.93,91.09,2480,0,Valve Sticking,3.82
4955,5.63,2104.21,50,10.42,116.14,2480,0,Seal Wear,1.73
4956,5.09,2104.26,40,10.74,104.04,2480,0,Air Leakage,0.85
4957,5.05,2104.33,30,9.61,92.77,2480,0,Valve Sticking,3.47
4958,4.74,2104.53,20,11.31,105.43,2480,0,Air Leakage,1.14
4959,4.78,2104.71,10,11.19,105.26,2480,0,Air Leakage,0.85
4960,4.93,2104.73,0,9.64,99.06,2480,0,Valve Sticking,3.93
4961,5.67,2105.38,10,9.6,109.36,2481,0,Seal Wear,2.39
4962,4.73,2105.39,20,10.88,108.82,2482,0,Air Leakage,0.86
4963,5.22,2106.79,30,9.77,108.49,2483,0,Seal Wear,2.35
4964,5.69,2108.21,40,10.2,105.84,2484,0,Seal Wear,2.06
4965,5.39,2109.29,50,10.34,110.46,2485,0,Seal Wear,2.14
4966,5.7,2110.67,60,10.2,114.74,2486,0,Seal Wear,1.86
4967,4.99,2110.71,70,11.1,100.77,2487,0,Air Leakage,1.02
4968,5.17,2110.74,80,9.83,87.55,2488,0,Valve Sticking,3.98
4969,5.29,2110.85,90,10.5,88.9,2489,0,Valve Sticking,3.1
4970,4.9,2110.93,100,10.98,111.9,2490,0,Air Leakage,1.02
4971,5.79,2112.57,90,9.88,111.88,2490,0,Seal Wear,2.14
4972,5.28,2112.59,80,9.94,89.98,2490,0,Valve Sticking,3.12
4973,5.24,2113.15,70,10.12,110.03,2490,0,Seal Wear,2.24
4974,4.58,2113.17,60,11.91,97.66,2490,0,Air Leakage,1.15
4975,5.71,2114.18,50,9.64,109.74,2490,0,Seal Wear,2.45
4976,5.25,2114.26,40,10.39,97.9,2490,0,Valve Sticking,3.48
4977,5.74,2115.8,30,9.5,108.72,2490,0,Seal Wear,2.26
4978,5.19,2115.88,20,9.54,96.68,2490,0,Valve Sticking,3.28
4979,4.5,2115.95,10,11.33,101.2,2490,0,Air Leakage,1.19
4980,4.92,2116.13,0,11.56,107.28,2490,0,Air Leakage,1.03
4981,4.47,2116.2,10,11.32,102.27,2491,0,Air Leakage,0.84
4982,5.23,2116.39,20,9.88,94.46,2492,0,Valve Sticking,2.96
4983,5.33,2116.49,30,9.6,89.95,2493,0,Valve Sticking,2.57
4984,5.28,2117.26,40,10.12,113.91,2494,0,Seal Wear,1.69
4985,5.03,2117.45,50,10.04,88.15,2495,0,Valve Sticking,2.55
4986,5.73,2118.9,60,10.21,113.47,2496,0,Seal Wear,1.64
4987,5.68,2120.18,70,10.5,113.49,2497,0,Seal Wear,1.61
4988,5.39,2120.99,80,9.98,115.28,2498,0,Seal Wear,1.85
4989,5.01,2121.16,90,11.6,103.57,2499,0,Air Leakage,0.93
4990,4.75,2121.17,100,11.49,104.44,2500,0,Air Leakage,0.85
4991,5.47,2122.79,90,10.29,113.6,2500,0,Seal Wear,1.52
4992,4.85,2122.83,80,10.98,105.21,2500,0,Air Leakage,1.17
4993,5.26,2123.65,70,10.35,118.95,2500,0,Seal Wear,1.84
4994,4.63,2123.79,60,11.25,104.12,2500,0,Air Leakage,1.0
4995,5.12,2123.8,50,11.05,109.1,2500,0,Air Leakage,0.88
4996,5.57,2124.78,40,9.62,109.77,2500,0,Seal Wear,2.24
4997,4.34,2124.97,30,10.97,102.58,2500,0,Air Leakage,1.02
4998,5.13,2125.11,20,9.8,101.28,2500,0,Valve Sticking,2.78
4999,5.21,2125.3,10,10.2,93.65,2500,0,Valve Sticking,2.7
5000,5.61,2126.82,0,9.51,116.91,2500,0,Seal Wear,2.37
5001,4.84,2126.97,10,9.84,89.63,2501,0,Valve Sticking,3.86
5002,4.92,2127.01,20,11.07,98.08,2502,0,Air Leakage,0.88
5003,5.36,2127.59,30,9.75,113.99,2503,0,Seal Wear,1.55
5004,4.88,2127.69,40,10.98,107.26,2504,0,Air Leakage,1.03
5005,5.75,2129.1,50,10.38,112.96,2505,0,Seal Wear,2.36
5006,4.61,2129.28,60,12.07,105.09,2506,0,Air Leakage,1.05
5007,4.91,2129.31,70,10.91,105.18,2507,0,Air Leakage,0.9
5008,5.32,2130.7,80,10.18,110.93,2508,0,Seal Wear,2.43
5009,4.55,2130.75,90,11.63,109.7,2509,0,Air Leakage,0.87
5010,4.94,2130.9,100,9.93,91.66,2510,0,Valve Sticking,2.87
5011,5.77,2132.3,90,9.5,110.84,2510,0,Seal Wear,1.71
5012,5.31,2133.65,80,10.12,110.49,2510,0,Seal Wear,1.9
5013,5.38,2133.8,70,10.15,91.38,2510,0,Valve Sticking,3.18
5014,5.37,2134.53,60,10.12,116.75,2510,0,Seal Wear,2.11
5015,5.22,2134.66,50,9.52,88.04,2510,0,Valve Sticking,3.28
5016,5.32,2134.67,40,9.97,90.93,2510,0,Valve Sticking,2.6
5017,5.1,2134.77,30,12.06,102.77,2510,0,Air Leakage,0.84
5018,5.52,2135.95,20,9.69,107.47,2510,0,Seal Wear,2.38
5019,5.58,2137.39,10,10.42,112.23,2510,0,Seal Wear,1.96
5020,5.3,2138.27,0,10.29,112.7,2510,0,Seal Wear,1.67
5021,4.95,2138.3,10,10.42,91.99,2511,0,Valve Sticking,2.72
5022,5.36,2139.21,20,10.46,115.23,2512,0,Seal Wear,1.7
5023,5.31,2140.26,30,10.07,109.68,2513,0,Seal Wear,2.05
5024,5.58,2141.81,40,9.97,108.91,2514,0,Seal Wear,1.8
5025,5.19,2141.85,50,11.14,108.71,2515,0,Air Leakage,0.98
5026,5.6,2143.22,60,9.65,109.86,2516,0,Seal Wear,2.37
5027,4.76,2143.37,70,11.31,102.44,2517,0,Air Leakage,0.91
5028,5.25,2143.39,80,9.85,87.27,2518,0,Valve Sticking,3.39
5029,5.16,2143.43,90,11.67,106.01,2519,0,Air Leakage,1.13
5030,4.93,2143.54,100,12.06,98.52,2520,0,Air Leakage,0.96
5031,5.46,2144.93,90,9.95,108.71,2520,0,Seal Wear,1.77
5032,4.59,2144.94,80,11.15,103.68,2520,0,Air Leakage,0.88
5033,5.37,2144.99,70,10.22,89.71,2520,0,Valve Sticking,3.09
5034,5.19,2145.15,60,10.46,93.48,2520,0,Valve Sticking,3.88
5035,5.77,2145.93,50,9.89,112.36,2520,0,Seal Wear,1.66
5036,5.36,2146.61,40,9.79,110.21,2520,0,Seal Wear,1.86
5037,4.73,2146.74,30,11.72,110.62,2520,0,Air Leakage,1.05
5038,4.83,2146.88,20,10.48,90.3,2520,0,Valve Sticking,3.62
5039,4.93,2146.93,10,9.97,95.91,2520,0,Valve Sticking,3.64
5040,5.55,2148.29,0,10.34,110.88,2520,0,Seal Wear,1.84
5041,5.68,2149.12,10,9.89,112.62,2521,0,Seal Wear,1.83
5042,5.3,2149.88,20,10.21,106.71,2522,0,Seal Wear,1.64
5043,4.58,2149.96,30,10.86,100.25,2523,0,Air Leakage,1.04
5044,5.23,2150.74,40,9.62,115.1,2524,0,Seal Wear,2.34
5045,5.3,2151.99,50,10.21,113.95,2525,0,Seal Wear,2.23
5046,5.53,2153.12,60,9.51,114.55,2526,0,Seal Wear,2.22
5047,5.45,2153.19,70,10.38,87.15,2527,0,Valve Sticking,2.54
5048,5.7,2154.13,80,10.44,107.8,2528,0,Seal Wear,1.85
5049,5.42,2155.3,90,10.21,115.44,2529,0,Seal Wear,2.31
5050,4.58,2155.39,100,12.07,110.51,2530,0,Air Leakage,0.88
5051,4.24,2155.58,90,11.53,108.35,2530,0,Air Leakage,0.89
5052,5.74,2156.75,80,10.27,110.36,2530,0,Seal Wear,2.21
5053,5.41,2158.07,70,9.85,108.44,2530,0,Seal Wear,2.26
5054,5.5,2158.84,60,9.86,115.28,2530,0,Seal Wear,1.67
5055,4.55,2158.93,50,11.94,112.08,2530,0,Air Leakage,1.15
5056,4.46,2159.05,40,10.91,104.08,2530,0,Air Leakage,0.96
5057,4.95,2159.07,30,11.49,101.99,2530,0,Air Leakage,0.96
5058,5.15,2159.09,20,11.07,105.01,2530,0,Air Leakage,0.91
5059,5.1,2159.14,10,11.47,113.36,2530,0,Air Leakage,1.0
5060,4.64,2159.26,0,11.81,109.31,2530,0,Air Leakage,0.84
5061,5.74,2160.37,10,10.27,116.39,2531,0,Seal Wear,2.35
5062,4.78,2160.45,20,11.7,109.82,2532,0,Air Leakage,0.89
5063,4.66,2160.58,30,11.8,109.16,2533,0,Air Leakage,0.99
5064,4.64,2160.62,40,12.32,110.16,2534,0,Air Leakage,1.03
5065,5.05,2160.66,50,11.08,100.83,2535,0,Air Leakage,1.17
5066,5.54,2162.1,60,9.9,108.92,2536,0,Seal Wear,2.01
5067,5.01,2162.18,70,11.18,110.27,2537,0,Air Leakage,1.16
5068,5.51,2163.52,80,9.97,117.64,2538,0,Seal Wear,2.19
5069,5.02,2163.65,90,11.42,105.93,2539,0,Air Leakage,0.85
5070,4.71,2163.79,100,11.49,105.86,2540,0,Air Leakage,1.01
5071,5.29,2165.27,90,9.98,111.4,2540,0,Seal Wear,1.97
5072,5.42,2166.82,80,9.52,112.63,2540,0,Seal Wear,2.46
5073,5.73,2168.26,70,9.95,115.73,2540,0,Seal Wear,1.95
5074,4.3,2168.28,60,10.9,108.25,2540,0,Air Leakage,0.91
5075,5.58,2169.42,50,9.59,115.42,2540,0,Seal Wear,1.7
5076,4.74,2169.53,40,11.79,111.85,2540,0,Air Leakage,1.19
5077,5.32,2169.64,30,10.14,90.61,2540,0,Valve Sticking,3.13
5078,5.74,2170.34,20,9.74,109.25,2540,0,Seal Wear,2.48
5079,5.78,2171.08,10,10.49,115.17,2540,0,Seal Wear,2.4
5080,5.39,2172.39,0,9.82,115.25,2540,0,Seal Wear,2.44
5081,4.78,2172.42,10,9.51,98.53,2541,0,Valve Sticking,3.31
5082,5.15,2172.44,20,9.7,100.4,2542,0,Valve Sticking,3.37
5083,4.74,2172.53,30,10.4,86.63,2543,0,Valve Sticking,2.98
5084,5.49,2173.29,40,10.03,110.75,2544,0,Seal Wear,1.98
5085,4.97,2173.43,50,10.38,94.54,2545,0,Valve Sticking,3.83
5086,4.85,2173.56,60,9.58,99.51,2546,0,Valve Sticking,2.86
5087,5.32,2173.69,70,9.95,97.33,2547,0,Valve Sticking,3.22
5088,4.67,2173.78,80,11.62,112.31,2548,0,Air Leakage,0.83
5089,5.34,2173.92,90,9.69,91.45,2549,0,Valve Sticking,3.94
5090,5.77,2174.69,100,9.51,111.94,2550,0,Seal Wear,2.09
5091,5.2,2174.87,90,9.54,90.65,2550,0,Valve Sticking,3.83
5092,4.71,2175.0,80,11.75,107.66,2550,0,Air Leakage,1.13
5093,4.54,2175.18,70,11.11,103.8,2550,0,Air Leakage,1.19
5094,4.89,2175.18,60,10.03,88.25,2550,0,Valve Sticking,3.75
5095,5.37,2175.19,50,9.76,83.42,2550,0,Valve Sticking,2.86
5096,5.43,2176.3,40,9.55,113.66,2550,0,Seal Wear,1.95
5097,4.59,2176.49,30,11.58,102.7,2550,0,Air Leakage,0.88
5098,5.46,2177.4,20,10.12,114.74,2550,0,Seal Wear,2.43
5099,5.64,2178.01,10,9.58,112.44,2550,0,Seal Wear,2.09
5100,4.6,2178.18,0,12.01,106.54,2550,0,Air Leakage,1.01
5101,4.96,2178.27,10,9.74,93.72,2551,0,Valve Sticking,3.34
5102,4.89,2178.32,20,9.5,92.7,2552,0,Valve Sticking,2.85
5103,4.84,2178.42,30,11.97,109.29,2553,0,Air Leakage,1.17
5104,5.49,2179.77,40,9.64,114.31,2554,0,Seal Wear,2.46
5105,5.02,2179.87,50,9.85,83.82,2555,0,Valve Sticking,3.16
5106,4.63,2179.9,60,10.89,97.74,2556,0,Air Leakage,1.03
5107,5.72,2180.57,70,10.01,115.05,2557,0,Seal Wear,1.56
5108,4.93,2180.73,80,11.97,111.57,2558,0,Air Leakage,1.16
5109,4.65,2180.76,90,11.3,104.4,2559,0,Air Leakage,1.16
5110,5.73,2181.85,100,9.58,112.79,2560,0,Seal Wear,2.2
5111,5.21,2182.04,90,11.69,105.92,2560,0,Air Leakage,0.92
5112,4.97,2182.08,80,11.81,100.94,2560,0,Air Leakage,0.87
5113,5.09,2182.21,70,11.69,111.59,2560,0,Air Leakage,1.18
5114,5.02,2182.23,60,10.38,91.86,2560,0,Valve Sticking,2.6
5115,5.26,2182.28,50,9.95,90.58,2560,0,Valve Sticking,3.0
5116,5.47,2182.34,40,9.83,95.66,2560,0,Valve Sticking,3.59
5117,5.44,2183.58,30,9.64,105.25,2560,0,Seal Wear,1.56
5118,5.41,2184.59,20,9.56,111.27,2560,0,Seal Wear,1.82
5119,4.44,2184.7,10,11.75,100.54,2560,0,Air Leakage,0.88
5120,4.85,2184.85,0,12.03,107.82,2560,0,Air Leakage,0.86
5121,5.46,2185.63,10,10.43,111.96,2561,0,Seal Wear,2.26
5122,5.3,2185.67,20,9.8,83.36,2562,0,Valve Sticking,2.65
5123,5.29,2185.67,30,9.66,96.54,2563,0,Valve Sticking,2.8
5124,5.19,2185.77,40,10.05,99.69,2564,0,Valve Sticking,2.9
